symbol	panels	version
ZFHX4	RGDI,RGDI+	RGDI+_v1,RGDI_v2
ZFP57	POLYM	POLYM_v1
ZFYVE26	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ZIC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
ZIC2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ZIC3	POLYM	POLYM_v1
ZMIZ1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ZMPSTE24	POLYM	POLYM_v1
ZMYM2	RGDI+	RGDI+_v1
ZMYM3	RGDI+	RGDI+_v1
ZMYND11	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ZNF142	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ZNF148	RGDI+	RGDI+_v1
ZNF292	RGDI+	RGDI+_v1
ZNF335	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
ZNF407	RGDI+	RGDI+_v1
ZNF462	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ZNF526	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
ZNF668	RGDI+	RGDI+_v1
ZNF687	POLYM	POLYM_v1
ZNF699	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
ZNF711	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ZSWIM6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
